ID Number,pH,Total Alkalinity,Total Hardness,Free Chlorine,Total Chlorine,Nitrite,Nitrate,Total Iron,Source of Household Water,Showerhead Installation Time Frame,Frequency of Household Shower Usage,Frequency of Showerhead Cleaning,Showerhead Cleaning Solution,Showerhead Material,Interior Showerhead Finish,Showerhead System Setup,Does the Showerhead Have a Filter?,Showerhead Spray Pattern Description,How is Water Heated,Age of Hot Water Heater,Hot Water Heater Flush Frequency
NTM00122,7.8,220,425,0,0.5,1,0,0,Municipal Water System,More than 6 Months Ago,5-9 times/week,Never,NA,Combination of Plastic/Metal,Brass,Fixed Showerhead w/ Additional Handheld Unit,Yes,Multiple Interchangeable Spray Patterns,Hot Water Heater,1-5 Years,Never
NTM00297,6.2,80,120,0,0.5,0,2,0.15,Municipal Water System,Do Not Know,5-9 times/week,Never,NA,Metal,Do Not Know,Fixed/Permanent,No,Drenching Forced Spray Ideal For Rinsing Shampoo,Hot Water Heater,Do Not Know,Do Not Know
NTM00410,6.2,40,120,0,0,0,0,0.15,Municipal Water System,More than 6 Months Ago,5-9 times/week,Never,NA,Plastic,Chrome,Fixed/Permanent,No,Wide Coverage That Feels Like Drenching Rain,Hot Water Heater,6-10 Years,Do Not Know
NTM00081,6.8,240,120,0,0.5,0,0,0,Municipal Water System,More than 6 Months Ago,10-13 times/week,Never,NA,Metal,Do Not Know,Fixed/Permanent,No,Drenching Forced Spray Ideal For Rinsing Shampoo,Electric Tankless Water Heater,Do Not Know,Never
NTM00360,6.2,80,120,0,0,0,0,0.15,Municipal Water System,More than 6 Months Ago,5-9 times/week,Never,NA,Combination of Plastic/Metal,Chrome,Fixed/Permanent,Yes,Drenching Forced Spray Ideal For Rinsing Shampoo,Hot Water Heater,6-10 Years,Never
NTM00079,6.5,120,150,0,3,0,0,0.1,Municipal Water System,Within the Last 6 Months,5-9 times/week,Once a Year,Soapy Water,Combination of Plastic/Metal,Chrome,Fixed/Permanent,No,Fine Misting of Water (Low Flow),Electric Tankless Water Heater,6-10 Years,NA
NTM00020,6.2,120,50,0,0,2,0,0.15,Well-Water System,More than 6 Months Ago,14+ times/week,Once a Month,NA,Metal,Do Not Know,Fixed/Permanent,No,Wide Coverage That Feels Like Drenching Rain,Hot Water Heater,1-5 Years,Never
NTM00295,6.2,150,120,0,0,0,0,0.1,Municipal Water System,Do Not Know,5-9 times/week,Never,NA,Combination of Plastic/Metal,No Finish,Fixed Showerhead w/ Additional Handheld Unit,No,Drenching Forced Spray Ideal For Rinsing Shampoo,Electric Tankless Water Heater,Do Not Know,NA
NTM00212,6.2,100,25/425,0,0.25,0,0,0.15,Municipal Water System,More than 6 Months Ago,5-9 times/week,Never,NA,Combination of Plastic/Metal,No Finish,Fixed Showerhead w/ Additional Handheld Unit,No,Multiple Interchangeable Spray Patterns,Hot Water Heater,Do Not Know,Do Not Know
NTM00250,NA,40,70,2,0,0,1,0.7,Municipal Water System,More than 6 Months Ago,14+ times/week,Never,NA,Plastic,Do Not Know,Fixed/Permanent,No,Multiple Interchangeable Spray Patterns,Electric Tankless Water Heater,1-5 Years,NA
NTM00477,6.2,40,120,0,0,0,1,0.2,Unknown/Other,More than 6 Months Ago,14+ times/week,Never,NA,Metal,No Finish,Fixed/Permanent,No,Drenching Forced Spray Ideal For Rinsing Shampoo,Hot Water Heater,>10 Years,Never
NTM00007,6.8,180,120,0,1,0,0,0.15,Municipal Water System,More than 6 Months Ago,10-13 times/week,Never,NA,Combination of Plastic/Metal,Do Not Know,Fixed Showerhead w/ Additional Handheld Unit,Yes,Wide Coverage That Feels Like Drenching Rain,Hot Water Heater,Do Not Know,Do Not Know
NTM00186,8.1,60,120,0.25,1.5,0,0.5,0.07,Municipal Water System,More than 6 Months Ago,14+ times/week,Never,NA,Combination of Plastic/Metal,Chrome,Fixed/Permanent,No,Drenching Forced Spray Ideal For Rinsing Shampoo,Hot Water Heater,>10 Years,Every Few Years
NTM00260,6.2,40,120,0.5,0.5,0.25,0.5,0.3,Municipal Water System,More than 6 Months Ago,10-13 times/week,Never,NA,Metal,Do Not Know,Fixed Showerhead w/ Additional Handheld Unit,Yes,Wide Coverage That Feels Like Drenching Rain,Hot Water Heater,6-10 Years,Do Not Know
NTM00107,6.8,240,250,0,0,0,1,0.15,Municipal Water System,More than 6 Months Ago,5-9 times/week,Never,NA,Combination of Plastic/Metal,Do Not Know,Fixed/Permanent,No,Multiple Interchangeable Spray Patterns,Hot Water Heater,1-5 Years,Every Few Years
NTM00249,6.8,120,120,0,0.5,0,2,0.15,Municipal Water System,More than 6 Months Ago,5-9 times/week,Never,NA,Combination of Plastic/Metal,Brass,Fixed/Permanent,No,Wide Coverage That Feels Like Drenching Rain,Hot Water Heater,1-5 Years,Never
NTM00460,8.4,80,50,0,0,1,0,0,Well-Water System,More than 6 Months Ago,1-4 times/week,Never,NA,Plastic,Do Not Know,Fixed Showerhead w/ Additional Handheld Unit,Do Not Know,Wide Coverage That Feels Like Drenching Rain,Hot Water Heater,<1 Year,Never
NTM00033,7.2,120,120,0,0,0,0,0.1,Well-Water System,More than 6 Months Ago,14+ times/week,Never,NA,Combination of Plastic/Metal,Do Not Know,Fixed Showerhead w/ Additional Handheld Unit,No,Wide Coverage That Feels Like Drenching Rain,Hot Water Heater,>10 Years,Every Few Years
NTM00128,6.8,120,250,0,0,0,0,0.15,Municipal Water System,More than 6 Months Ago,14+ times/week,Never,NA,Combination of Plastic/Metal,Do Not Know,Fixed Showerhead w/ Additional Handheld Unit,No,Multiple Interchangeable Spray Patterns,Hot Water Heater,1-5 Years,Never
NTM00187,6.8,160,NA,0,0,0,1,0.2,Well-Water System,More than 6 Months Ago,14+ times/week,Never,NA,Combination of Plastic/Metal,Brass,Fixed/Permanent,No,Drenching Forced Spray Ideal For Rinsing Shampoo,Hot Water Heater,6-10 Years,Every Few Years
NTM00037,6.2,80,120,0,4,0,2,0.15,Municipal Water System,More than 6 Months Ago,14+ times/week,Never,NA,Combination of Plastic/Metal,Do Not Know,Fixed/Permanent,Do Not Know,Wide Coverage That Feels Like Drenching Rain,Gas Tankless Water Heater,6-10 Years,NA
NTM00157,NA,40,120,0,0.5,0,1,0.15,Municipal Water System,More than 6 Months Ago,10-13 times/week,Never,NA,Metal,Brass,Fixed/Permanent,No,Wide Coverage That Feels Like Drenching Rain,Hot Water Heater,>10 Years,Every Few Years
NTM00383,6.8,240,120,0,0.5,1,0,0.15,Municipal Water System,More than 6 Months Ago,10-13 times/week,Never,NA,Combination of Plastic/Metal,Do Not Know,Fixed/Permanent,No,Multiple Interchangeable Spray Patterns,Hot Water Heater,>10 Years,Never
NTM00332,6.2,40,120,0.5,0.5,NA,1,0.15,Municipal Water System,More than 6 Months Ago,5-9 times/week,Never,NA,Combination of Plastic/Metal,Brass,Fixed/Permanent,Do Not Know,Wide Coverage That Feels Like Drenching Rain,Hot Water Heater,<1 Year,Never
NTM00438,6.2,120,120,0,0.5,0,2,0,Municipal Water System,More than 6 Months Ago,1-4 times/week,Never,NA,Plastic,No Finish,Fixed/Permanent,No,Wide Coverage That Feels Like Drenching Rain,Hot Water Heater,>10 Years,Never
NTM00358,6.8,180,120,0,0.5,0,1,0.15,Municipal Water System,More than 6 Months Ago,14+ times/week,Never,NA,Combination of Plastic/Metal,Do Not Know,Fixed/Permanent,No,Wide Coverage That Feels Like Drenching Rain,Hot Water Heater,Do Not Know,Do Not Know
NTM00467,6.6,180,120,0,0.5,0,0,0.05,Municipal Water System,Do Not Know,5-9 times/week,Never,NA,Metal,Do Not Know,Fixed/Permanent,No,Wide Coverage That Feels Like Drenching Rain,Hot Water Heater,Do Not Know,Do Not Know
NTM00399,6.8,180,250,0,0,1,0,0,Well-Water System,More than 6 Months Ago,14+ times/week,Never,NA,Plastic,No Finish,Fixed/Permanent,Yes,Multiple Interchangeable Spray Patterns,Hot Water Heater,1-5 Years,Never
NTM00271,6.2,80,NA,0,0.3,1,5,0.1,Municipal Water System,More than 6 Months Ago,14+ times/week,Once a Month,Commercial Cleaning Solution,Combination of Plastic/Metal,Nickel,Fixed/Permanent,Yes,Multiple Interchangeable Spray Patterns,Hot Water Heater,1-5 Years,Do Not Know
NTM00579,6.8,80,250,0,0,0,0,0,Municipal Water System,More than 6 Months Ago,10-13 times/week,Never,NA,Plastic,No Finish,Fixed Showerhead w/ Additional Handheld Unit,No,Multiple Interchangeable Spray Patterns,Electric Tankless Water Heater,1-5 Years,NA
NTM00481,6.2,40,120,0,0,10,0,0.1,Well-Water System,More than 6 Months Ago,1-4 times/week,Never,NA,Metal,Do Not Know,Fixed/Permanent,No,Multiple Interchangeable Spray Patterns,Gas Tankless Water Heater,1-5 Years,Yearly
NTM00377,6.2,180,120,0,0,0,1,0.1,Municipal Water System,More than 6 Months Ago,5-9 times/week,Never,NA,Metal,Do Not Know,Fixed Showerhead w/ Additional Handheld Unit,No,Multiple Interchangeable Spray Patterns,Hot Water Heater,6-10 Years,Never
NTM00288,6.8,180,120,0,0.5,0.07,1,0.07,Municipal Water System,More than 6 Months Ago,5-9 times/week,Never,NA,Combination of Plastic/Metal,Do Not Know,Fixed Showerhead w/ Additional Handheld Unit,No,Multiple Interchangeable Spray Patterns,Hot Water Heater,>10 Years,Never
NTM00504,6.8,40,50,0,0.5,0,1,0.15,Municipal Water System,More than 6 Months Ago,1-4 times/week,Never,NA,Metal,Do Not Know,Fixed/Permanent,No,Drenching Forced Spray Ideal For Rinsing Shampoo,Hot Water Heater,6-10 Years,Every Few Years
NTM00650,6.8,180,250,0,0,0,5,0,Municipal Water System,More than 6 Months Ago,14+ times/week,Never,NA,Plastic,Brass,Fixed/Permanent,Yes,Drenching Forced Spray Ideal For Rinsing Shampoo,Hot Water Heater,1-5 Years,Every Few Years
NTM00501,6.8,120,250,0,0.5,0,0,0,Municipal Water System,More than 6 Months Ago,10-13 times/week,Never,NA,Combination of Plastic/Metal,Do Not Know,Fixed/Permanent,Yes,Multiple Interchangeable Spray Patterns,Hot Water Heater,Do Not Know,Do Not Know
NTM00637,7,90,120,0,0,0.15,1,0.1,Well-Water System,More than 6 Months Ago,5-9 times/week,Never,NA,Plastic,Do Not Know,Fixed/Permanent,Do Not Know,Drenching Forced Spray Ideal For Rinsing Shampoo,Hot Water Heater,>10 Years,Every Few Years
NTM00281,7.2,120,120,0,0,0,2,0.15,Municipal Water System,More than 6 Months Ago,5-9 times/week,Never,NA,Combination of Plastic/Metal,Do Not Know,Fixed/Permanent,No,Fine Misting of Water (Low Flow),Hot Water Heater,>10 Years,Never
NTM00651,6.2,40,120,0,0,0,0,0.05,Municipal Water System,More than 6 Months Ago,10-13 times/week,Never,NA,Metal,Do Not Know,Fixed/Permanent,Do Not Know,Wide Coverage That Feels Like Drenching Rain,Hot Water Heater,Do Not Know,Do Not Know
NTM00454,6.2,80,120,0,0.5,1,0,0.15,Municipal Water System,More than 6 Months Ago,5-9 times/week,Never,NA,Combination of Plastic/Metal,Do Not Know,Fixed/Permanent,No,Wide Coverage That Feels Like Drenching Rain,Hot Water Heater,>10 Years,Never
NTM00176,6.8,120,10/200,0,1,0,5,0.1,Municipal Water System,More than 6 Months Ago,14+ times/week,Never,NA,Combination of Plastic/Metal,Do Not Know,Fixed/Permanent,Yes,Wide Coverage That Feels Like Drenching Rain,Hot Water Heater,1-5 Years,Yearly
NTM00228,6.2,80,50,0,1,0.15,2,0.15,Municipal Water System,More than 6 Months Ago,14+ times/week,Never,NA,Metal,Chrome,Fixed/Permanent,No,Drenching Forced Spray Ideal For Rinsing Shampoo,Hot Water Heater,1-5 Years,Yearly
NTM00472,6.2,60,85,0,0,0,0,0.15,Municipal Water System,More than 6 Months Ago,5-9 times/week,Never,NA,Combination of Plastic/Metal,Do Not Know,Fixed/Permanent,Do Not Know,Wide Coverage That Feels Like Drenching Rain,Hot Water Heater,<1 Year,Do Not Know
NTM00059,6.2,60,120,0,0.5,0,1.5,0.3,Municipal Water System,More than 6 Months Ago,1-4 times/week,Never,NA,Combination of Plastic/Metal,Do Not Know,Fixed/Permanent,Do Not Know,Wide Coverage That Feels Like Drenching Rain,Hot Water Heater,>10 Years,Never
NTM00576,6.6,50,120,0,0,0,0,0.1,Municipal Water System,Within the Last 6 Months,5-9 times/week,Never,NA,Plastic,Brass,Fixed/Permanent,No,Multiple Interchangeable Spray Patterns,Hot Water Heater,>10 Years,Every Few Years
NTM00641,7.2,120,120,0,0,3,0,0,Well-Water System,More than 6 Months Ago,5-9 times/week,Never,NA,Plastic,Do Not Know,Fixed Showerhead w/ Additional Handheld Unit,No,Multiple Interchangeable Spray Patterns,Hot Water Heater,>10 Years,Every Few Years
NTM00077,6.8,180,120,0,0,0,1,0.15,Municipal Water System,More than 6 Months Ago,5-9 times/week,Never,NA,Combination of Plastic/Metal,No Finish,Fixed Showerhead w/ Additional Handheld Unit,No,Drenching Forced Spray Ideal For Rinsing Shampoo,Hot Water Heater,1-5 Years,Every Few Years
NTM00116,6.8,240,50,0,0,0,2,0.075,Well-Water System,More than 6 Months Ago,10-13 times/week,Never,NA,Combination of Plastic/Metal,Do Not Know,Fixed Showerhead w/ Additional Handheld Unit,No,Fine Misting of Water (Low Flow),Hot Water Heater,6-10 Years,Every Few Years
NTM00442,6.2,240,20/340,0,0,0,1,0.15,Well-Water System,More than 6 Months Ago,10-13 times/week,Never,NA,Metal,Chrome,Fixed/Permanent,No,Multiple Interchangeable Spray Patterns,Hot Water Heater,1-5 Years,Never
NTM00433,6.2,40,50,0,0,0,2,0,Municipal Water System,More than 6 Months Ago,5-9 times/week,Never,NA,Combination of Plastic/Metal,Chrome,Fixed/Permanent,Yes,Multiple Interchangeable Spray Patterns,Hot Water Heater,>10 Years,Do Not Know
NTM00123,6.8,180,120,0,0,0,1,0.15,Well-Water System,More than 6 Months Ago,14+ times/week,Never,NA,Combination of Plastic/Metal,Chrome,Fixed/Permanent,Do Not Know,Wide Coverage That Feels Like Drenching Rain,Hot Water Heater,>10 Years,Do Not Know
NTM00243,6.2,0,120,0,1.5,0,1,0.1,Municipal Water System,More than 6 Months Ago,14+ times/week,Never,NA,Combination of Plastic/Metal,Do Not Know,Fixed/Permanent,Yes,Wide Coverage That Feels Like Drenching Rain,Hot Water Heater,>10 Years,Never
NTM00290,6.8,80,120,0,0.5,0,0,0.15,Municipal Water System,More than 6 Months Ago,5-9 times/week,Never,NA,Plastic,No Finish,Fixed/Permanent,Yes,Multiple Interchangeable Spray Patterns,Hot Water Heater,Do Not Know,Never
NTM00546,6.8,120,250,0,0,2,0,0,Unknown/Other,Do Not Know,1-4 times/week,Never,NA,Metal,Do Not Know,Fixed Showerhead w/ Additional Handheld Unit,No,Multiple Interchangeable Spray Patterns,Hot Water Heater,<1 Year,Every Few Years
NTM00194,6,6,120,0,0,1,5,0.15,Municipal Water System,More than 6 Months Ago,5-9 times/week,Never,NA,Combination of Plastic/Metal,Do Not Know,Fixed/Permanent,Do Not Know,Multiple Interchangeable Spray Patterns,Hot Water Heater,<1 Year,Never
NTM00558,6.8,120,250,0,2,0,0,0.15,Municipal Water System,More than 6 Months Ago,10-13 times/week,Never,NA,Combination of Plastic/Metal,DO Not Know,Fixed/Permanent,No,Drenching Forced Spray Ideal For Rinsing Shampoo,Hot Water Heater,1-5 Years,Never
NTM00539,6.8,60,120,0,0.5,0.15,1,0,Municipal Water System,More than 6 Months Ago,5-9 times/week,Never,NA,Plastic,Chrome,Fixed/Permanent,No,Wide Coverage That Feels Like Drenching Rain,Hot Water Heater,6-10 Years,Every Few Years
NTM00074,6.2,180,250,0,0.5,0,2,0.3,Municipal Water System,More than 6 Months Ago,14+ times/week,Never,NA,Plastic,No Finish,Fixed/Permanent,No,Fine Misting of Water (Low Flow),Hot Water Heater,<1 Year,Yearly
NTM00556,6.2,20,50,0.25,0,0,10,0.8,Municipal Water System,More than 6 Months Ago,5-9 times/week,Never,NA,Combination of Plastic/Metal,No Finish,Fixed/Permanent,No,Multiple Interchangeable Spray Patterns,Hot Water Heater,6-10 Years,Never
NTM00541,6.2,40,50,0.1,0.2,0,0,0,Municipal Water System,More than 6 Months Ago,1-4 times/week,Never,NA,Metal,Do Not Know,Fixed Showerhead w/ Additional Handheld Unit,Yes,Wide Coverage That Feels Like Drenching Rain,Hot Water Heater,>10 Years,Never
NTM00505,6.8,180,11/180,0,1.5,0,1,0,Municipal Water System,Do Not Know,14+ times/week,Once a Year,Commercial Cleaning Solution,Combination of Plastic/Metal,Nickel,Fixed/Permanent,No,Wide Coverage That Feels Like Drenching Rain,Hot Water Heater,Do Not Know,Do Not Know
NTM00530,6.8,120,425,0,1,0,5,0,Municipal Water System,More than 6 Months Ago,10-13 times/week,Never,NA,Combination of Plastic/Metal,Do Not Know,Fixed/Permanent,No,Drenching Forced Spray Ideal For Rinsing Shampoo,Hot Water Heater,>10 Years,Never
NTM00627,7.8,180,120,0,0,0,0,0.6,Well-Water System,More than 6 Months Ago,5-9 times/week,Never,NA,Combination of Plastic/Metal,No Finish,Fixed/Permanent,No,Multiple Interchangeable Spray Patterns,Hot Water Heater,1-5 Years,Never
NTM00489,6.8,80,50,0,0,0,0,0.15,Well-Water System,More than 6 Months Ago,14+ times/week,Never,NA,Plastic,Do Not Know,Fixed Showerhead w/ Additional Handheld Unit,No,Multiple Interchangeable Spray Patterns,Hot Water Heater,>10 Years,Never
NTM00617,6.8,80,120,0,0.5,0.3,2,0,Municipal Water System,More than 6 Months Ago,10-13 times/week,Once a Year,Soapy Water,Metal,Nickel,Fixed/Permanent,No,Fine Misting of Water (Low Flow),Hot Water Heater,6-10 Years,Never
NTM00614,7.2,120,50,0,0,1,5,0.15,Municipal Water System,Do Not Know,14+ times/week,Never,NA,Combination of Plastic/Metal,Do Not Know,Fixed/Permanent,No,Wide Coverage That Feels Like Drenching Rain,Hot Water Heater,Do Not Know,Never
NTM00520,6.8,180,120,0,0.5,0,0,0,Municipal Water System,More than 6 Months Ago,10-13 times/week,Never,NA,Combination of Plastic/Metal,Do Not Know,Fixed/Permanent,No,Drenching Forced Spray Ideal For Rinsing Shampoo,Hot Water Heater,1-5 Years,Never
NTM00521,6.5,100,120,0,6,0.075,1,0.15,Municipal Water System,More than 6 Months Ago,5-9 times/week,Never,NA,Plastic,No Finish,Fixed/Permanent,No,Wide Coverage That Feels Like Drenching Rain,Electric Tankless Water Heater,1-5 Years,NA
NTM00616,6.8,120,250,0,0.25,0,0,0,Municipal Water System,More than 6 Months Ago,14+ times/week,Never,NA,Combination of Plastic/Metal,Do Not Know,Fixed/Permanent,No,Drenching Forced Spray Ideal For Rinsing Shampoo,Hot Water Heater,>10 Years,Never
NTM00572,6.8,30,250,0,0,0,1,0.05,Municipal Water System,More than 6 Months Ago,5-9 times/week,Never,NA,Metal,Do Not Know,Fixed Showerhead w/ Additional Handheld Unit,No,Drenching Forced Spray Ideal For Rinsing Shampoo,Hot Water Heater,1-5 Years,Do Not Know
NTM00609,6.8,120,120,0,0,0,1,0,Well-Water System,More than 6 Months Ago,10-13 times/week,Never,NA,Combination of Plastic/Metal,Chrome,Fixed/Permanent,No,Drenching Forced Spray Ideal For Rinsing Shampoo,Hot Water Heater,6-10 Years,Never
NTM00593,6.8,180,250,0,0.5,0,0,0,Municipal Water System,More than 6 Months Ago,10-13 times/week,Never,NA,Combination of Plastic/Metal,Nickel,Fixed/Permanent,No,Fine Misting of Water (Low Flow),Hot Water Heater,6-10 Years,Never
NTM00140,6.2,110,NA,0,0,0,10,0,Well-Water System,More than 6 Months Ago,5-9 times/week,Never,NA,Combination of Plastic/Metal,Do Not Know,Fixed/Permanent,No,Multiple Interchangeable Spray Patterns,Hot Water Heater,6-10 Years,Every Few Years
NTM00647,6.8,80,120,0.5,0.5,0,0,0,Municipal Water System,More than 6 Months Ago,5-9 times/week,Never,NA,Combination of Plastic/Metal,Chrome,Fixed/Permanent,No,Wide Coverage That Feels Like Drenching Rain,Hot Water Heater,1-5 Years,Never
NTM00457,6.2,70,70,0.5,0,2,0,0.3,Municipal Water System,More than 6 Months Ago,10-13 times/week,Never,NA,Combination of Plastic/Metal,Chrome,Fixed Showerhead w/ Additional Handheld Unit,Yes,Multiple Interchangeable Spray Patterns,Hot Water Heater,>10 Years,Never
NTM00301,6.2,60,50,0.25,4,0,1,0.15,Municipal Water System,More than 6 Months Ago,10-13 times/week,Never,NA,Combination of Plastic/Metal,Do Not Know,Fixed/Permanent,Do Not Know,Targeted Pattern Producing Sharp Pointed Spray,Electric Tankless Water Heater,6-10 Years,NA
NTM00209,6.5,100,120,1,0.75,0,1,0,Municipal Water System,Within the Last 6 Months,5-9 times/week,Never,NA,Metal,Brass,Fixed/Permanent,No,Drenching Forced Spray Ideal For Rinsing Shampoo,Hot Water Heater,<1 Year,Never
NTM00498,6.2,120,250,0.5,0.5,0,1,0.15,Municipal Water System,Do Not Know,5-9 times/week,Never,NA,Combination of Plastic/Metal,No Finish,Fixed/Permanent,No,Wide Coverage That Feels Like Drenching Rain,Hot Water Heater,Do Not Know,Do Not Know
NTM00428,6.2,30,180,0,0.2,0,0,0,Municipal Water System,More than 6 Months Ago,5-9 times/week,Never,NA,Plastic,No Finish,Fixed/Permanent,No,Wide Coverage That Feels Like Drenching Rain,Hot Water Heater,Do Not Know,Do Not Know
NTM00016,6.8,80,120,0,0,0.15,1,0.05,Municipal Water System,More than 6 Months Ago,14+ times/week,Never,NA,Combination of Plastic/Metal,Do Not Know,Fixed/Permanent,No,Wide Coverage That Feels Like Drenching Rain,Hot Water Heater,>10 Years,Never
NTM00550,6.8,200,25/425,0,0.5,0.07,2,0.07,Municipal Water System,Do Not Know,5-9 times/week,Never,NA,Plastic,Do Not Know,Fixed/Permanent,No,Drenching Forced Spray Ideal For Rinsing Shampoo,Hot Water Heater,Do Not Know,Do Not Know
NTM00607,6.8,180,120,0,0,5,0,0,Municipal Water System,More than 6 Months Ago,10-13 times/week,Never,NA,Combination of Plastic/Metal,Do Not Know,Fixed/Permanent,Yes,Multiple Interchangeable Spray Patterns,Hot Water Heater,Do Not Know,Never
NTM00594,7.8,180,120,0.5,0.5,1,10,0.3,Municipal Water System,More than 6 Months Ago,10-13 times/week,Never,NA,Combination of Plastic/Metal,Chrome,Fixed/Permanent,No,Multiple Interchangeable Spray Patterns,Gas Tankless Water Heater,1-5 Years,NA
NTM00553,6.2,80,50,0.5,0,1,0,0.3,Municipal Water System,More than 6 Months Ago,14+ times/week,Never,NA,Metal,Chrome,Fixed Showerhead w/ Additional Handheld Unit,Do Not Know,Wide Coverage That Feels Like Drenching Rain,Electric Tankless Water Heater,6-10 Years,NA
NTM00554,7.2,180,250,0,0,0,1,0.15,Municipal Water System,More than 6 Months Ago,1-4 times/week,Never,NA,Combination of Plastic/Metal,Chrome,Fixed/Permanent,Yes,Multiple Interchangeable Spray Patterns,Hot Water Heater,>10 Years,Never
NTM00350,6.8,180,250,0.5,0.5,0,5,0.15,Municipal Water System,More than 6 Months Ago,14+ times/week,Never,NA,Combination of Plastic/Metal,Do Not Know,Fixed/Permanent,No,Multiple Interchangeable Spray Patterns,Hot Water Heater,1-5 Years,Every Few Years
NTM00464,7,120,120,0,1.5,0,1.5,0.15,Municipal Water System,More than 6 Months Ago,14+ times/week,Never,NA,Plastic,Do Not Know,Fixed/Permanent,Yes,Multiple Interchangeable Spray Patterns,Hot Water Heater,Do Not Know,Do Not Know
NTM00431,6.2,60,120,0,0,0,1.5,0,Municipal Water System,Do Not Know,5-9 times/week,Never,NA,Metal,Do Not Know,Fixed/Permanent,Do Not Know,Wide Coverage That Feels Like Drenching Rain,Hot Water Heater,1-5 Years,Do Not Know
NTM00244,6.2,40,50,0,0,0,0,0.15,Well-Water System,More than 6 Months Ago,14+ times/week,Never,NA,Combination of Plastic/Metal,Chrome,Fixed/Permanent,No,Wide Coverage That Feels Like Drenching Rain,Hot Water Heater,1-5 Years,Every Few Years
NTM00384,6.2,120,120,0,0,0.3,2,0.3,Well-Water System,More than 6 Months Ago,1-4 times/week,Never,NA,*,*,*,*,*,*,*,*
NTM00356,8.4,240,10/200,0,3,0,1,0.07,Municipal Water System,More than 6 Months Ago,14+ times/week,Never,NA,Combination of Plastic/Metal,Do Not Know,Fixed/Permanent,Do Not Know,Multiple Interchangeable Spray Patterns,Hot Water Heater,Do Not Know,Do Not Know
NTM00588,6.8,120,120,0,0,0,1,0.15,Municipal Water System,More than 6 Months Ago,5-9 times/week,Never,NA,Combination of Plastic/Metal,Do Not Know,Fixed/Permanent,No,Multiple Interchangeable Spray Patterns,Hot Water Heater,>10 Years,Never
NTM00634,7.8,210,25/425,0,0.5,0,2,0,Municipal Water System,More than 6 Months Ago,10-13 times/week,Never,NA,Combination of Plastic/Metal,Do Not Know,Fixed/Permanent,No,Drenching Forced Spray Ideal For Rinsing Shampoo,Hot Water Heater,1-5 Years,Never
NTM00513,6.8,120,250,0,0,2,0,0,Municipal Water System,More than 6 Months Ago,5-9 times/week,Never,NA,Combination of Plastic/Metal,Do Not Know,Fixed/Permanent,Do Not Know,Drenching Forced Spray Ideal For Rinsing Shampoo,Electric Tankless Water Heater,1-5 Years,NA
NTM00043,6.4,90,120,0,0.5,0,1,0.1,Municipal Water System,Within the Last 6 Months,1-4 times/week,Never,NA,Plastic,Do Not Know,Fixed/Permanent,Yes,Wide Coverage That Feels Like Drenching Rain,Hot Water Heater,6-10 Years,Never
NTM00474,6.2,50,55,0,1,1,0,0,Municipal Water System,More than 6 Months Ago,5-9 times/week,Never,NA,Combination of Plastic/Metal,Do Not Know,Fixed/Permanent,No,Multiple Interchangeable Spray Patterns,Hot Water Heater,6-10 Years,Never
NTM00528,7.3,150,120,0,0.5,0,2,0,Municipal Water System,Within the Last 6 Months,5-9 times/week,Never,NA,Combination of Plastic/Metal,Brass,Fixed/Permanent,No,Fine Misting of Water (Low Flow),Hot Water Heater,>10 Years,Never
NTM00452,6.2,40,120,0,2,NA,0,0.15,Municipal Water System,More than 6 Months Ago,5-9 times/week,Never,NA,Metal,Do Not Know,Fixed/Permanent,No,Fine Misting of Water (Low Flow),Hot Water Heater,6-10 Years,Every Few Years
NTM00605,6.2,120,120,0,1,0.15,5,0,Municipal Water System,Do Not Know,10-13 times/week,Never,NA,Combination of Plastic/Metal,Do Not Know,Fixed/Permanent,No,Wide Coverage That Feels Like Drenching Rain,Hot Water Heater,Do Not Know,Do Not Know
NTM00619,6.6,120,50,0,1.5,0,2,0,Municipal Water System,More than 6 Months Ago,5-9 times/week,Never,NA,Combination of Plastic/Metal,Nickel,Fixed/Permanent,No,Drenching Forced Spray Ideal For Rinsing Shampoo,Gas Tankless Water Heater,6-10 Years,Never
NTM00046,6.2,80,50,0,0,0,1,0.15,Municipal Water System,More than 6 Months Ago,14+ times/week,Never,NA,Combination of Plastic/Metal,Chrome,Fixed/Permanent,No,Drenching Forced Spray Ideal For Rinsing Shampoo,Hot Water Heater,6-10 Years,Yearly
NTM00582,7.2,120,250,0,0.5,0,5,0.15,Municipal Water System,More than 6 Months Ago,1-4 times/week,Never,NA,Combination of Plastic/Metal,Brass,Fixed/Permanent,No,Multiple Interchangeable Spray Patterns,Hot Water Heater,6-10 Years,Never
NTM00515,6.2,80,120,0,0.5,0,1,0.1,Municipal Water System,Do Not Know,14+ times/week,Never,NA,Metal,Do Not Know,Fixed/Permanent,Do Not Know,Wide Coverage That Feels Like Drenching Rain,Hot Water Heater,Do Not Know,Do Not Know
NTM00606,7,185,260,0.25,0.25,1,0,0.005,Municipal Water System,More than 6 Months Ago,10-13 times/week,Never,NA,Combination of Plastic/Metal,No Finish,Fixed/Permanent,Yes,Drenching Forced Spray Ideal For Rinsing Shampoo,Gas Tankless Water Heater,6-10 Years,NA
